search_query,title,company,location,description,posted_at,posted_date,apply_links
software engineer,"Software Engineer, Senior Manager",Capital One,"McLean, VA","Center 1 (19052), United States of America, McLean, Virginia

Software Engineer, Senior Manager

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about mar...",N/A,N/A,Capital One Careers: https://www.capitalonecareers.com/job/mclean/software-engineer-senior-manager/1732/70447712816?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | AnitaB.org Job Board: https://jobs.anitab.org/companies/capital-one/jobs/40892279-software-engineer-senior-manager?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talent.com: https://www.talent.com/view?id=daf6a0d531c8&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | BeBee: https://us.bebee.com/job/14144325a5b4175541710c990a51e10f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Women For Hire - Job Board: https://jobs.womenforhire.com/job/mc-lean-va/software-engineer-senior-manager-690031/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobrapido.com: https://us.jobrapido.com/jobpreview/8328039280270114816?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobilize: https://www.jobilize.com/job/us-va-mc-lean-software-engineer-senior-manager-capital-one-hiring?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
software engineer,Software Engineer - 20684,HII's Mission Technologies division,"Fort Meade, MD","Enlighten, honored as a Top Workplace from USA Today, is a leader in big data solution development and deployment, with expertise in cloud-based services, software and systems engineering, cyber capabilities, and data science. Enlighten provides continued innovation and proactivity in meeting our customers’ greatest challenges.

We recognize that the most effective environment for your projects doesn’t always look the same. Our hybrid work approach ensures that you can make lasting relationships...",17 days ago,2024-11-04,"Jobs.hii-Tsd.com: https://jobs.hii-tsd.com/job/Fort-Meade%2C-MD-Software-Engineer-20684-Mary/1220595000/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/software-engineer-hybrid-20731-at-enlighten-4045280937?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=9a6e4b7957a9d1c4&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Cleared Careers: https://clearedcareers.com/job/561331/software-engineer-hybrid-20731/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Enlighten: https://jobs.eitccorp.com/job/J3S1N778F3Y6WSN4XVG?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/software-engineer-hybrid-20731-hii-JV_IC1165756_KO0,30_KE31,34.htm?jl=1009477931553&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Huntington Ingalls Industry Jobs: https://huntingtoningalls.dejobs.org/fort-meade-md/software-engineer-20684/57D39944D12C40B7A81B5E8B5AB5234C/job/?utm_source=XMLFeed-DE&utm_medium=XMLFeed&utm_campaign=XMLFeed&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Ladders: https://www.theladders.com/job/software-engineer-3-devops-bash-python-kube-dot-net-es-akinainc-fort-george-g-meade-md_75871361?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Data Engineer,Central Intelligence Agency,"Washington, DC","Data Engineers work with data consumers to create and populate optimal data architectures, structures, and systems to meet CIA's business needs....",N/A,N/A,"USAJobs: https://www.usajobs.gov/job/759326100?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Lever: https://jobs.lever.co/agile-defense/231772af-1675-477e-95ca-f3ed0d9f47f8?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobs By Workable: https://apply.workable.com/qualis-corporation/j/F2140F04D2?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=6af2908f23f27895&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Seneca-Holdings/Job/Data-Engineer/-in-Washington,DC?jid=24ee6c9508b0e619&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | BigBear.ai Careers: https://careers.bigbear.ai/jobs/3910?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talent.com: https://www.talent.com/view?id=438c2579241d&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ClearedJobs.Net: https://clearedjobs.net/job/data-engineer-washington-district-of-columbia-1666955?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Lead Data Engineer,Jobs via Dice,"Pasadena, CA","Our company is a fast-growing global entertainment and technology company that is making high-end products for the content creator community. Our flagship platform is a major player in the live-streaming industry that brings 100s of millions of users together worldwide month-to-month. Finding yourself here, you might be the type who is interested in developing further in the cutting-edge sector of data in entertainment, specifically getting to polish and build upon a massive data infrastructure ...",4 hours ago,2024-11-21,LinkedIn: https://www.linkedin.com/jobs/view/lead-data-engineer-at-jobs-via-dice-4080019926?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Dice: https://www.dice.com/job-detail/6d3b85fe-bc56-4cd9-a01c-66663a15b6e6?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talent.com: https://www.talent.com/view?id=f90b21ad09c4&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Data Engineer Consultant,DAS42,Anywhere,"About Us

DAS42 is a data consultancy that brings clarity and a modern point of view to managing, accessing, and using data to solve our client’s most urgent business needs. We see our clients and the complex data issues they face and apply customized strategies to reach their goals. Our deeply knowledgeable team can engage end-to-end across all layers of our client’s data ecosystem, giving them greater efficiency, scale, and flexibility to transform their organization for long-term success.

Wh...",14 days ago,2024-11-07,LinkedIn: https://www.linkedin.com/jobs/view/data-engineer-consultant-at-das42-4049880298?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Built In: https://builtin.com/job/data-engineer-consultant/3399404?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | The Org: https://theorg.com/org/das42/jobs/data-engineer-consultant-61e0b1ff?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobgether: https://jobgether.com/offer/67142e0861b1307389f317d8-data-engineer-consultant?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,"Data Engineer, Senior Associate (Remote-Eligible)",Capital One,"Celina, TX","Towers Crescent 2 (12067), United States of America, Vienna, VirginiaData Engineer, Senior Associate (Remote-Eligible)Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative,inclusive, and iterative delivery environment? At Capital One, you''ll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate abo...",3 days ago,2024-11-18,Recruiter.com: https://jobs.recruiter.com/jobs/11681772360-data-engineer-senior-associate-remote-eligible?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Sr Data Engineer,BlueCross BlueShield North Carolina,"Columbus, OH (+27 others)","Job Description

IT is different here. Our work as technology specialists pushes the boundaries of what’s possible in health care. You will build solutions that make a real difference in people’s lives. Driven by the importance of their work, our team members innovate to elevate. We’re encouraged to be curious, collaborate, and turn ideas into solutions that can make health care better for all.

In this role you will work closely with data scientists and other stakeholders to design and maintain...",23 days ago,2024-10-29,Careers | Blue Cross And Blue Shield Of North Carolina - Blue Cross NC: https://careers.bluecrossnc.com/global/en/job/RQ0016307/Sr-Data-Engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Senior Cloud Security Engineer - Azure,PGBPGNGLOBAL,"Cincinnati, OH","Job Location
Cincinnati

Job Description

Information Technology at Procter & Gamble is where business, innovation and technology integrate to build a competitive advantage for P&G. Our mission is clear -- we deliver IT to help P&G win with the over 5 billion consumers we serve worldwide. Our IT professionals are diverse business leaders who apply IT expertise to deliver innovative, tech-focused business models and capabilities for our 65 iconic, trusted brands.

From Day 1, you’ll be trusted to...",N/A,N/A,"P&G Careers: https://www.pgcareers.com/pl/en/job/R000108004/Senior-Cloud-Security-Engineer-Azure?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Procter-&-Gamble-Company/Job/Senior-Cloud-Security-Engineer-Azure/-in-Cincinnati,OH?jid=23f69b7d39da9ba9&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=e6004f696bf7333d&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/senior-cloud-security-engineer-azure-procter-gamble-JV_IC1145705_KO0,36_KE37,51.htm?jl=1009402147040&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/cloud-engineer-at-ascendum-solutions-4061242320?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Ace Technologies: https://acetechnologies.com/jobs/onsite-jobs/aws-cloud-security-engineer/943379?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jooble: https://jooble.org/jdp/-6261143957957696615?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talent.com: https://www.talent.com/view?id=ca041e0f1008&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Data Engineer- Manager,PwC,"Irvine, CA","At PwC, our people in data and analytics engineering focus on leveraging advanced technologies and techniques to design and develop robust data solutions for clients. They play a crucial role in transforming raw data into actionable insights, enabling informed decision-making and driving business growth. In data engineering at PwC, you will focus on designing and building data infrastructure and systems to enable efficient data processing and analysis. You will be responsible for developing and ...",22 hours ago,2024-11-21,Built In Los Angeles: https://www.builtinla.com/job/data-engineer-manager/175877?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | BeBee: https://us.bebee.com/job/28a589c64575caa25d2887d11da05780?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talentify: https://www.talentify.io/job/data-engineer-manager-irvine-california-us-pwc-584111wd?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Data Engineer V (ONLY W2 - NO SPONSORSHIP),Aditi Consulting,"Seattle, WA","Retail Client

Data Engineer V (ONLY W2 - NO SPONSORSHIP)

Seattle, WA (ONSITE)

12 months Contract

Pay Range on hourly base: $76/hour to $81/hour

Required Skills

• Masters in computer science, mathematics, statistics, economics, or other quantitative fields

• Experience with Apache Airflow to design and implement scalable, fault-tolerant data pipelines

• Proven success in communicating with users, other technical teams, and senior management to collect requirements, describe data modeling ...",6 hours ago,2024-11-21,LinkedIn: https://www.linkedin.com/jobs/view/data-engineer-v-only-w2-no-sponsorship-at-aditi-consulting-4079483345?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Data Engineer,"Salesforce, Inc.","Bellevue, WA (+1 other)","Data Engineer or Sr. Data Engineer

Office hybrid in San Francisco, CA or Bellevue, WA
In school or graduated within the last 12 months? Please visit Futureforce for opportunities.

The Salesforce Cloud Economics and Capacity Management (CECM) team is looking for a Data and Backend Engineer with experience across distributed systems to join us!

You will be working multi-functionally with engineers, architects, and product managers to build the breakthrough features that our internal customers w...",6 days ago,2024-11-15,"Salesforce Careers: https://careers.salesforce.com/en/jobs/jr271458/data-engineer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Legalist: https://www.legalist.com/careers?gh_jid=5150613004&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Workday: https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/Data-Engineer_JR271458?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobs: https://jobs.ashbyhq.com/Fintool/12ad47b4-b693-4e47-98f2-b8ce8232f797?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=428ef5e51bed3d57&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/BayOne/Job/Data-Engineer-(Offshore)/-in-San-Francisco,CA?jid=ddc9c6acdd83a331&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Wellfound: https://wellfound.com/jobs/3079048-data-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Greenhouse: https://boards.greenhouse.io/embed/job_app?for=coalition&token=4454863005&b=https://careers.coalitioninc.com/job-posting/&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Full Performance Data Engineer,631 Booz Allen Hamilton_United States,United States,"Full Performance Data Engineer The Opportunity: Ever-expanding technology like IoT, machine learning, and artificial intelligence means that there’s more structured and unstructured data available today than ever before. As a data engineer, you know that organizing big data can yield pivotal insights when it’s gathered from disparate sources. We need an experienced data engineer like you to help our clients find answers in their big data to impact important missions from fraud detection to cance...",23 days ago,2024-10-29,"Workday: https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/McLean-VA/Full-Performance-Data-Engineer_R0208948?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Molina-Healthcare/Job/Lead-Analyst,-Data-Quality-Analytics-and-Performance-Improvement-Remote/-in-Long-Beach,CA?jid=9f89e623453d4793&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=cca144b0e59033d0&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/data-engineer-%E2%80%93-construction-quality-at-microsoft-4056087644?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Adzuna: https://www.adzuna.com/details/4922430894?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Mysmartpros: https://www.mysmartpros.com/tuition/job/arm-performance-and-porting-engineer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/lead-analyst-data-quality-analytics-and-performance-improvement-remote-molina-healthcare-JV_KO0,70_KE71,88.htm?jl=1009505247390&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobbio: https://jobbio.com/companies/booz-allen-1/jobs/full-performance-data-engineer-PS0Ar_kxjc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Associate Data Engineer,Western Governors University,United States,"If you’re passionate about building a better future for individuals, communities, and our country—and you’re committed to working hard to play your part in building that future—consider WGU as the next step in your career.

Driven by a mission to expand access to higher education through online, competency-based degree programs, WGU is also committed to being a great place to work for a diverse workforce of student-focused professionals. The university has pioneered a new way to learn in the 21s...",3 days ago,2024-11-18,"LinkedIn: https://www.linkedin.com/jobs/view/associate-data-engineer-at-western-governors-university-4079876563?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Workday: https://analogdevices.wd1.myworkdayjobs.com/ja-JP/External/job/Associate-Data-Engineer_R243721-1?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=36ff121358e920df&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobgether: https://jobgether.com/offer/67253bceeb873896ad7dcf37-associate-data-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Diversity Jobs: https://diversityjobs.com/career/10150902/Associate-Data-Engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Purpose Jobs: https://www.purpose.jobs/discover/companies/kin-insurance-2/jobs/41211601-associate-data-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/data-associate-engineer-remote-carefirst-bluecross-blueshield-JV_IC1153527_KO0,30_KE31,61.htm?jl=1009535281193&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LazyApply: https://lazyapply.com/jobpreview/job_0133c9c43a3d8579?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Senior Data Engineer (Senior IT Technology Architect),City of Colorado Springs,"Colorado Springs, CO","Senior Data Engineer (Senior IT Architect)
As a Senior Data Engineer, you will be responsible for designing and implementing data architecture solutions, and collaborating with IT teams and stakeholders to transform data into actionable insights to support business process improvements.

Come explore the possibilities a career with the City of Colorado Springs can offer!
As a Senior Data Engineer, you will:
• Design and implement architecture roadmaps for enterprise-wide data solutions.
• Lead t...",9 days ago,2024-11-12,"GovernmentJobs.com: https://www.governmentjobs.com/careers/cosprings/jobs/4703051/senior-data-engineer-senior-it-technology-architect?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/City-of-Colorado-Springs/Job/Senior-Data-Engineer-(Senior-IT-Technology-Architect)/-in-Colorado-Springs,CO?jid=c2710dc793c71531&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/senior-data-engineer-senior-it-technology-architect-city-of-colorado-springs-co-JV_IC1148136_KO0,51_KE52,79.htm?jl=1009526413106&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=3d264434dd9d3081&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | SimplyHired: https://www.simplyhired.com/job/BD0tVGjN6bXNO2re12Y0ES-DCEGTlBa1zi9p10bxPU28cXEEDAGsbw?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Recruiter.com: https://jobs.recruiter.com/jobs/11598693774-senior-data-engineer-senior-it-technology-architect?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobcase: https://www.jobcase.com/jobs/view/n/U-116873277809?jlsrc=3&utm_term=Senior+Data+Engineer+(Senior+IT+Technology+Architect)&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Recruit.net: https://www.recruit.net/job/data-engineer-technology-architect-jobs/191661196A10AA68?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,"Senior Data Engineer (Python, Spark, AWS)",Capital One,"Rolling Meadows, IL","77 West Wacker Dr (35012), United States of America, Chicago, IllinoisSenior Data Engineer (Python, Spark, AWS)Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative,inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineerswho are passionate about marryi...",1 day ago,2024-11-20,Snagajob: https://www.snagajob.com/jobs/1029610181?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Data Engineer I,Penske Truck Leasing,"Pennside, PA","As a Penske Talend Developer (Associate Data Engineer III) you will perform project leadership role to complete high-level and technical systems design for new and enhanced systems. You will be performing software testing as well as providing support to end users for a diverse range of applications. Qualified candidates for this role will have experience working with Talend and AWS. This position can sit out of our corporate headquarters in Reading, PA, or our IT Center in Tampa, FL. Responsibil...",3 days ago,2024-11-18,SitePoint: https://www.sitepoint.com/jobs-for-developers/penske-truck-leasing/data-engineer-i-911854/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Recruiter.com: https://jobs.recruiter.com/jobs/11782712557-data-engineer-i?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Snagajob: https://www.snagajob.com/jobs/1029406280?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Data Engineer - Clearance Required,LMI,"Tysons, VA","OverviewLMI is seeking a skilled Data Engineer to design, develop, test, and enhance data pipelines and database architectures. This role will also involve implementing a robust test and evaluation (T&E) strategy to support a comprehensive supply chain risk management program for the Department of Defense.Responsibilities Set up segmented databases to control access to various datasets and data products Build data pipelines in PySpark using data engineering best practices for testing, validation...",7 days ago,2024-11-14,ClearedJobs.Net: https://clearedjobs.net/job/data-engineer-clearance-required-tysons-virginia-1666512?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/data-engineer-clearance-required-at-lmi-4076972188?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LMI - ICIMS: https://careers-lmi.icims.com/jobs/12129/data-engineer---clearance-required/job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Adzuna: https://www.adzuna.com/details/4940332712?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Diversity Jobs: https://diversityjobs.com/career/10275598/Data-Engineer-Clearance-Required-Virginia-Tysons?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Monster: https://www.monster.com/job-openings/data-engineer-clearance-required-tysons-va--22b0accf-1738-4ca9-8568-4dd7b895d30f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Milwaukee Jobs: https://www.milwaukeejobs.com/job/detail/81719971/Data-Engineer-Clearance-Required?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=2fcd175e3466c644&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Data Engineer,"GROWMARK, Inc.","Bloomington, IL","Data Engineer - GROWMARK, Inc. - Bloomington, IL

GROWMARK is an agricultural cooperative serving almost 400,000 customers across North America, providing agronomy, energy, facility engineering and construction, and logistics products and services, as well as grain marketing and risk management services. Headquartered in Bloomington, Illinois, GROWMARK owns the FS trademark, which is used by its member cooperatives. GROWMARK also owns and operates SEEDWAY, the largest full-line seed company in t...",17 days ago,2024-11-04,"Glassdoor: https://www.glassdoor.com/job-listing/data-engineer-growmark-inc-JV_IC1128636_KO0,13_KE14,26.htm?jl=1009515688358&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Monster: https://www.monster.com/job-openings/data-engineer-bloomington-il--8f64fbe0-ca3e-41a1-a4f3-063939005fe9?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | JobzMall: https://www.jobzmall.com/state-farm/job/data-engineer-274?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | SimplyHired: https://www.simplyhired.com/job/ILAysAFo_9Xa3g0Ewd7cIfFcBTeq4US5p7uQtou2iwz1kLAX_BReLg?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talent.com: https://www.talent.com/view?id=5fe7d7235792&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobs Trabajo.org: https://us.trabajo.org/job-3035-416a39eb91761576b445a47b3fbba820?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Vacancies Den: https://vacanciesden.com/jobslistings/data-engineer-jobs-near-bloomington-illinois-groups-recover-together-6734863f14ffbb06f0f2d46f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobilize: https://www.jobilize.com/amp/job/us-il-bloomington-data-engineer-discover-financial-services-hiring?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Data Engineer II,Concero,"Manchester, MO","JOB SUMMARY:

Primarily responsible for the development and ongoing support of data engineering processes. Will also contribute toward the development and ongoing support of our Next Generation Data Warehouse.

ESSENTIAL FUNCTIONS:

Takes direction from the Lead Data Engineer and Data Architect. Collaborates with business analysts and project managers, along with internal customers, to understand the needs and develop solutions according to business requirements. Follows development strategies a...",21 days ago,2024-10-31,Concero: https://concero.com/echojobs/data-engineer-ii-manchester-missouri-6325/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Data Engineer - Intermediate,USAA,Maine,"Why USAA?
At USAA, we have an important mission: facilitating the financial security of millions of U.S. military members and their families. Not all of our employees served in our nation’s military, but we all share in the mission to give back to those who did. We’re working as one to build a great experience and make a real impact for our members.

We believe in our core values of honesty, integrity, loyalty and service. They’re what guides everything we do – from how we treat our members to h...",7 days ago,2024-11-14,InsurancePond.com: https://www.insurancepond.com/job/307209/data-engineer-intermediate/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Data Engineer Azure,"Brains Workgroup, Inc.","Iselin, NJ","Our client, a major bank in Iselin, NJ, is looking for Data Engineer.
Hybrid commute, 3 days per week on-site.

3+ months initial contract with possible long term extensions or option to hire.

Please read the description below and to be considered immediately email your resume to igork@brainsworkgroup.comData Engineer Azure ETL

Requirements:
• Hands on experience designing, modeling and developing Enterprise Data Warehouse solutions.
• Hands on experience coordinating and executing SIT and UAT...",3 days ago,2024-11-18,"ZipRecruiter: https://www.ziprecruiter.com/c/Brains-Workgroup,-Inc./Job/Data-Engineer-Azure/-in-Iselin,NJ?jid=6c7602f70b659be7&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Monster: https://www.monster.com/job-openings/data-engineer-azure-iselin-nj--a2af6589-1376-4d35-8e06-d0c77ae76381?mstr_dist=true&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | WhatJobs: https://www.whatjobs.com/job/Data-Engineer-Azure/iselin-new-jersey/1786849023?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Lead Data Engineer (Data Streaming) (Remote Eligible),Capital One,"Plano, TX","Locations: VA - Richmond, United States of America, Richmond, VirginiaLead Data Engineer (Data Streaming) (Remote Eligible)Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you''ll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passiona...",3 days ago,2024-11-18,Recruiter.com: https://jobs.recruiter.com/jobs/11681710254-lead-data-engineer-data-streaming-remote-eligible?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
